player_id,player_name
571466,"Barnhart, Tucker"
571510,"Boyd, Matthew"
571578,"Corbin, Patrick"
571657,"Farmer, Kyle"
571760,"Heaney, Andrew"
571771,"Hernández, Enrique"
571912,"Maile, Luke"
571927,"Matz, Steven"
571945,"Mikolas, Miles"
571946,"Miller, Shelby"
571948,"Milner, Hoby"
571970,"Muncy, Max"
572138,"Singleton, Jon"
572191,"Taylor, Michael"
572233,"Walker, Christian"
572955,"Johnson, Pierce"
573009,"Mantiply, Joe"
573124,"Rogers, Taylor"
573186,"Stroman, Marcus"
573204,"Thielbar, Caleb"
573262,"Yastrzemski, Mike"
575929,"Contreras, Willson"
578428,"Iglesias, Jose"
579328,"Kikuchi, Yusei"
592094,"Adam, Jason"
592155,"Booser, Cam"
592178,"Bryant, Kris"
592192,"Canha, Mark"
592206,"Castellanos, Nick"
592254,"De León, José"
592332,"Gausman, Kevin"
592351,"Gray, Jon"
592426,"Jackson, Luke"
592450,"Judge, Aaron"
592454,"Kahnle, Tommy"
592518,"Machado, Manny"
592626,"Pederson, Joc"
592662,"Ray, Robbie"
592663,"Realmuto, J. T."
592669,"Renfroe, Hunter"
592696,"Rosario, Eddie"
592773,"Stanek, Ryne"
592779,"Stewart, Brock"
592791,"Taillon, Jameson"
592836,"Walker, Taijuan"
592866,"Williams, Trevor"
592885,"Yelich, Christian"
593423,"Montas, Frankie"
593428,"Bogaerts, Xander"
593576,"Neris, Héctor"
593833,"Suero, Wander"
593871,"Polanco, Jorge"
593958,"Rodriguez, Eduardo"
593974,"Peralta, Wandy"
594580,"Moll, Sam"
594798,"deGrom, Jacob"
594902,"Lively, Ben"
595014,"Treinen, Blake"
595345,"Okert, Steven"
595751,"Alfaro, Jorge"
595777,"Profar, Jurickson"
595879,"Báez, Javier"
595897,"Burdi, Nick"
595928,"Curtiss, John"
595978,"Hedges, Austin"
596001,"Junis, Jakob"
596019,"Lindor, Francisco"
596103,"Slater, Austin"
596112,"Stephenson, Robert"
596115,"Story, Trevor"
596117,"Stubbs, Garrett"
596133,"Weaver, Luke"
596142,"Sánchez, Gary"
596146,"Kepler, Max"
596271,"Lawrence, Casey"
596295,"Gomber, Austin"
600869,"Candelario, Jeimer"
600917,"Leclerc, José"
601713,"Pivetta, Nick"
602104,"Urías, Ramón"
605113,"Ahmed, Nick"
605130,"Barlow, Scott"
605131,"Barnes, Austin"
605135,"Bassitt, Chris"
605137,"Bell, Josh"
605141,"Betts, Mookie"
605154,"Brebbia, John"
605170,"Caratini, Víctor"
605177,"Chafin, Andrew"
605182,"Clevinger, Mike"
605204,"Davis, J. D."
605218,"Edwards Jr., Carl"
605242,"Fulmer, Michael"
605244,"Garcia, Aramis"
605280,"Holmes, Clay"
605288,"Houser, Adrian"
605347,"López, Jorge"
605353,"Machín, Vimael"
605361,"Martini, Nick"
605400,"Nola, Aaron"
605447,"Romano, Jordan"
605452,"Ross, Joe"
605463,"Scott, Tayler"
605483,"Snell, Blake"
605488,"Springs, Jeffrey"
605507,"Thompson, Zach"
605513,"Turnbull, Spencer"
605540,"Woodruff, Brandon"
606115,"Arcia, Orlando"
606160,"Montero, Rafael"
606192,"Hernández, Teoscar"
606303,"Payamps, Joel"
606466,"Marte, Ketel"
606930,"Barnes, Jacob"
606965,"Devenski, Chris"
606992,"Haase, Eric"
606996,"Hart, Kyle"
607043,"Nimmo, Brandon"
607067,"Rea, Colin"
607074,"Rodón, Carlos"
607179,"Weems, Jordan"
607192,"Glasnow, Tyler"
607200,"Fedde, Erick"
607208,"Turner, Trea"
607259,"Martinez, Nick"
607455,"Banda, Anthony"
607481,"Bummer, Aaron"
607536,"Freeland, Kyle"
607625,"Lugo, Seth"
607680,"Pillar, Kevin"
607732,"Stallings, Jacob"
608032,"Estévez, Carlos"
608070,"Ramírez, José"
608324,"Bregman, Alex"
608331,"Fried, Max"
608334,"Fulmer, Carson"
608337,"Giolito, Lucas"
608348,"Kelly, Carson"
608369,"Seager, Corey"
608371,"Sims, Lucas"
608372,"Sugano, Tomoyuki"
608379,"Wacha, Michael"
608385,"Winker, Jesse"
608566,"Márquez, Germán"
608650,"Enns, Dietrich"
608665,"Graveman, Kendall"
608671,"Jankowski, Travis"
608701,"Refsnyder, Rob"
608717,"Stratton, Chris"
608718,"Suter, Brent"
609280,"Andújar, Miguel"
612434,"Castro, Miguel"
614179,"Ruiz, José"
615698,"Quantrill, Cal"
620443,"Torrens, Luis"
620454,"Castillo, José"
621020,"Swanson, Dansby"
621028,"Newman, Kevin"
621035,"Taylor, Chris"
621043,"Correa, Carlos"
621051,"Wilson, Steven"
621053,"Ferguson, Tyler"
621057,"Garza, Justin"
621107,"Eflin, Zach"
621111,"Buehler, Walker"
621112,"Blackburn, Paul"
621114,"Burr, Ryan"
621121,"McCullers Jr., Lance"
621139,"Kriske, Brooks"
621199,"Bowman, Matt"
621237,"Alvarado, José"
621242,"Díaz, Edwin"
621244,"Berríos, José"
621345,"Minter, A.J."
621363,"Poche, Colin"
621366,"Borucki, Ryan"
621381,"Strahm, Matt"
621383,"Banks, Tanner"
621438,"Taylor, Tyrone"
621439,"Buxton, Byron"
621493,"Ward, Taylor"
621512,"Nido, Tomás"
621566,"Olson, Matt"
622253,"Tate, Dillon"
622268,"Walton, Donovan"
622379,"Castillo, Luis F."
622491,"Castillo, Luis"
622503,"Crismatt, Nabil"
622534,"Margot, Manuel"
622554,"Domínguez, Seranthony"
622569,"Reyes, Pablo"
622608,"Senzatela, Antonio"
622663,"Severino, Luis"
622761,"Mateo, Jorge"
622780,"Perdomo, Angel"
622786,"Tinoco, Jesus"
623149,"Sewald, Paul"
623167,"Flexen, Chris"
623168,"Heineman, Tyler"
623211,"Brazobán, Huascar"
623352,"Hader, Josh"
623433,"Anderson, Nick"
623437,"Topa, Justin"
623465,"Phillips, Evan"
623474,"Herget, Jimmy"
623993,"Santander, Anthony"
624133,"Suarez, Ranger"
624413,"Alonso, Pete"
624415,"Biggio, Cavan"
624424,"Conforto, Michael"
624428,"Frazier, Adam"
624431,"Trevino, Jose"
624512,"McGuire, Reese"
624513,"Nuñez, Dom"
624585,"Soler, Jorge"
624641,"Sosa, Edmundo"
628317,"Maeda, Kenta"
628451,"Ibáñez, Andy"
628452,"Iglesias, Raisel"
630105,"Cronenworth, Jake"
640448,"Finnegan, Kyle"
640451,"Harvey, Hunter"
640454,"Krook, Matt"
640455,"Manaea, Sean"
640459,"Navarreto, Brian"
640462,"Puk, A.J."
640492,"Azócar, José"
640902,"Pereda, Jhonny"
641154,"López, Pablo"
641302,"Alexander, Tyler"
641312,"Anderson, Shaun"
641313,"Anderson, Tim"
641329,"Baker, Bryan"
641343,"Bauers, Jake"
641355,"Bellinger, Cody"
641386,"Bowden, Ben"
641401,"Brogdon, Connor"
641482,"Cortes, Nestor"
641487,"Crawford, J. P."
641540,"Dunning, Dane"
641555,"Escarra, J. C."
641584,"Fraley, Jake"
641585,"France, J.P."
641598,"Garver, Mitch"
641645,"Guillorme, Luis"
641656,"Hamilton, Ian"
641658,"Hampson, Garrett"
641672,"Hatch, Thomas"
641680,"Heim, Jonah"
641745,"Keller, Brad"
641755,"Kinley, Tyler"
641778,"Lauer, Eric"
641793,"Littell, Zack"
641816,"Mahle, Tyler"
641835,"Mayza, Tim"
641856,"Mckinney, Billy"
641857,"Mcmahon, Ryan"
641927,"Ober, Bailey"
641933,"O'Neill, Tyler"
641941,"Pagán, Emilio"
641943,"Palacios, Joshua"
642016,"Robert, Daniel"
642020,"Robinson, Chuckie"
642048,"Saucedo, Tayler"
642086,"Smith, Dominic"
642100,"Speier, Gabe"
642121,"Sulser, Cole"
642133,"Tellez, Rowdy"
642136,"Thaiss, Matt"
642152,"Trivino, Lou"
642180,"Wade, Tyler"
642201,"White, Eli"
642207,"Williams, Devin"
642215,"Wilson, Weston"
642216,"Winans, Allan"
642232,"Yarbrough, Ryan"
642239,"Zastryzny, Rob"
642350,"Siri, José"
642397,"Soto, Gregory"
642520,"Garabito, Gerson"
642528,"Loáisiga, Jonathan"
642547,"Peralta, Freddy"
642585,"Bautista, Félix"
642701,"Santana, Dennis"
642708,"Rosario, Amed"
642715,"Adames, Willy"
642727,"Alcántara, Sergio"
642731,"Estrada, Thairo"
642759,"Fernández, Julian"
642851,"Wynns, Austin"
643217,"Benintendi, Andrew"
643289,"Dubón, Mauricio"
643338,"Green, Chad"
643361,"Herget, Kevin"
643376,"Jansen, Danny"
643377,"Jax, Griffin"
643396,"Kiner-Falefa, Isiah"
643410,"Leiter Jr., Mark"
643446,"Mcneil, Jeff"
643511,"Rogers, Tyler"
643565,"Tauchman, Mike"
644433,"Tromp, Chadwick"
645261,"Alcantara, Sandy"
645277,"Albies, Ozzie"
645302,"Robles, Víctor"
645305,"Sánchez, Ali"
645444,"Herrera, Jose"
646240,"Devers, Rafael"
646242,"Díaz, Jhonathan"
647304,"Naylor, Josh"
647315,"Pop, Zach"
647336,"Soroka, Michael"
647351,"Toro, Abraham"
649966,"Urías, Luis"
650333,"Arráez, Luis"
650402,"Torres, Gleyber"
650489,"Castro, Willi"
650490,"Díaz, Yandy"
650556,"Abreu, Bryan"
650559,"De La Cruz, Bryan"
650633,"King, Michael"
650644,"Civale, Aaron"
650671,"Quijada, José"
650859,"Rengifo, Luis"
650893,"Cabrera, Génesis"
650911,"Sánchez, Cristopher"
650968,"Pozo, Yohel"
655316,"Monasterio, Andruw"
655889,"Rodríguez, Manuel"
656180,"Adams, Riley"
656185,"Allen, Greg"
656186,"Altavilla, Dan"
656222,"Beeks, Jalen"
656234,"Bird, Jake"
656240,"Blewett, Scott"
656248,"Bouchard, Sean"
656257,"Brigham, Jeff"
656271,"Burke, Brock"
656288,"Canning, Griffin"
656302,"Cease, Dylan"
656305,"Chapman, Matt"
656413,"Fairchild, Stuart"
656420,"Feyereisen, J.P."
656427,"Flaherty, Jack"
656457,"Gilbert, Tyler"
656458,"Gilbreath, Lucas"
656464,"Ginkel, Kevin"
656484,"Gray, Tristan"
656537,"Hill, Derek"
656541,"Hilliard, Sam"
656546,"Hoffman, Jeff"
656550,"Holmes, Grant"
656555,"Hoskins, Rhys"
656557,"Houck, Tanner"
656577,"Jackson, Alex"
656582,"Joe, Connor"
656605,"Keller, Mitch"
656629,"Kopech, Michael"
656638,"Lange, Alex"
656641,"Latz, Jacob"
656686,"Martin, Corbin"
656716,"McKinstry, Zach"
656730,"Megill, Trevor"
656731,"Megill, Tylor"
656775,"Mullins, Cedric"
656794,"Newcomb, Sean"
656811,"O'Hearn, Ryan"
656848,"Petersen, Michael"
656849,"Peterson, David"
656876,"Rasmussen, Drew"
656896,"Rivera, Emmanuel"
656941,"Schwarber, Kyle"
656945,"Scott, Tanner"
656976,"Smith, Pavin"
656986,"Sousa, Bennett"
657006,"Steele, Justin"
657024,"Swanson, Erik"
657041,"Thomas, Lane"
657044,"Thompson, Ryan"
657053,"Toussaint, Touki"
657077,"Verdugo, Alex"
657097,"Webb, Jacob"
657136,"Wong, Connor"
657240,"Merryweather, Julian"
657277,"Webb, Logan"
657376,"Schmidt, Clarke"
657424,"Gage, Matt"
657514,"Bernardino, Brennan"
657557,"Dejong, Paul"
657571,"Ferguson, Caleb"
657585,"Garrett, Reed"
657612,"Hill, Tim"
657649,"Koenig, Jared"
657656,"Laureano, Ramón"
657746,"Ryan, Joe"
657756,"Seabold, Connor"
657757,"Sheets, Gavin"
660162,"Moncada, Yoán"
660271,"Ohtani, Shohei"
660604,"Rangel, Alan"
660644,"Bruján, Vidal"
660670,"Acuña, Ronald"
660688,"Ruiz, Keibert"
660730,"Rodríguez, Elvin"
660757,"González, Oscar"
660761,"Suarez, José"
660787,"De los Santos, Yerry"
660821,"Sánchez, Jesús"
660825,"Bazardo, Eduard"
660844,"Rivas, Leo"
660853,"De Los Santos, Enyel"
660896,"Alcala, Jorge"
661388,"Contreras, William"
661395,"Duran, Jhoan"
661403,"Clase, Emmanuel"
661527,"Martinez, Seth"
661563,"Gil, Luis"
662139,"Varsho, Daulton"
662253,"Muñoz, Andrés"
663158,"Suarez, Robert"
663321,"Hernandez, Nick"
663330,"Jones, Jahmai"
663362,"Waldron, Matt"
663368,"Perkins, Blake"
663372,"Feltner, Ryan"
663399,"Waddell, Brandon"
663423,"Thornton, Trent"
663432,"Rainey, Tanner"
663436,"Martin, Davis"
663455,"Pilkington, Konnor"
663457,"Nootbaar, Lars"
663460,"Bubic, Kris"
663462,"Campbell, Isaiah"
663465,"Allard, Kolby"
663474,"McKenzie, Triston"
663485,"Sands, Cole"
663536,"English, Tristin"
663538,"Hoerner, Nico"
663542,"Hudson, Bryan"
663546,"Hjelle, Sean"
663554,"Mize, Casey"
663558,"Morán, Jovani"
663559,"Falter, Bailey"
663562,"Davis, Noah"
663568,"Kolek, Stephen"
663574,"Santillan, Tony"
663584,"Senger, Hayden"
663586,"Riley, Austin"
663604,"Lockridge, Brandon"
663609,"Baker, Luken"
663616,"Larnach, Trevor"
663623,"Irvin, Jake"
663624,"Mountcastle, Ryan"
663647,"Hayes, Ke'Bryan"
663656,"Tucker, Kyle"
663662,"Cameron, Daz"
663671,"Enright, Nic"
663687,"Harris, Hogan"
663697,"India, Jonathan"
663698,"Bart, Joey"
663728,"Raleigh, Cal"
663731,"Kaiser, Connor"
663738,"Lynch IV, Daniel"
663743,"Fortes, Nick"
663757,"Grisham, Trent"
663765,"Woodford, Jake"
663767,"Shugart, Chase"
663773,"Hoeing, Bryan"
663795,"Hagenman, Justin"
663796,"Montes, Coco"
663804,"Kowar, Jackson"
663837,"Vierling, Matt"
663853,"Gonzalez, Romy"
663855,"Hicks, Jordan"
663878,"Pearson, Nate"
663886,"Stephenson, Tyler"
663893,"Little, Brendon"
663897,"Williams, Luke"
663898,"Rodgers, Brendan"
663903,"Singer, Brady"
663941,"Beck, Tristan"
663947,"Holton, Tyler"
663967,"Salazar, César"
663968,"Mangum, Jake"
663969,"Phillips, Tyler"
663978,"Paddack, Chris"
663992,"Lovelady, Richard"
663993,"Lowe, Nathaniel"
664023,"Happ, Ian"
664034,"France, Ty"
664040,"Lowe, Brandon"
664056,"Bader, Harrison"
664059,"Haggerty, Sam"
664062,"Gonsolin, Tony"
664068,"Kingery, Scott"
664076,"Cleavinger, Garrett"
664123,"Effross, Scott"
664126,"Fairbanks, Pete"
664129,"Hartlieb, Geoff"
664139,"Gibaut, Ian"
664141,"Brubaker, JT"
664192,"Lucchesi, Joey"
664199,"Clarke, Taylor"
664208,"Maton, Phil"
664238,"Moore, Dylan"
664285,"Valdez, Framber"
664294,"Moreta, Dauri"
664299,"Javier, Cristian"
664351,"Contreras, Luis"
664353,"Urquidy, José"
664702,"Straw, Myles"
664728,"Isbel, Kyle"
664744,"Espada, Jose"
664747,"Díaz, Alexis"
664761,"Bohm, Alec"
664770,"Lukes, Nathan"
664774,"Wade, Lamonte"
664849,"Young, Danny"
664854,"Helsley, Ryan"
664875,"Lawrence, Justin"
664913,"Brown, Seth"
664948,"Misiewicz, Anthony"
664954,"Sullivan, Brett"
664983,"Mccarthy, Jake"
664991,"Wolfram, Grant"
665019,"Clemens, Kody"
665052,"Conine, Griffin"
665152,"Kremer, Dean"
665155,"Maton, Nick"
665161,"Peña, Jeremy"
665487,"Tatís, Fernando"
665489,"Guerrero, Vladimir"
665561,"Marchán, Rafael"
665625,"Peguero, Elvis"
665660,"Alvarado, Elvis"
665665,"Sanmartin, Reiver"
665742,"Soto, Juan"
665750,"Taveras, Leody"
665795,"Cabrera, Edward"
665804,"Amaya, Miguel"
665828,"Cabrera, Oswaldo"
665833,"Cruz, Oneil"
665839,"Valdez, Enmanuel"
665861,"Rivero, Sebastián"
665862,"Chisholm, Jazz"
665871,"Assad, Javier"
665877,"Fermín, José"
665923,"Ruiz, Esteury"
665926,"Giménez, Andrés"
665953,"Chaparro, Andrés"
665966,"Narváez, Carlos"
666018,"Aranda, Jonathan"
666023,"Fermin, Freddy"
666120,"Anderson, Ian"
666126,"Cortes, Carlos"
666134,"Jones, Nolan"
666139,"Lowe, Josh"
666142,"Ragans, Cole"
666149,"Fitzgerald, Tyler"
666150,"Fletcher, Dominic"
666152,"Hamilton, David"
666157,"Lodolo, Nick"
666158,"Lux, Gavin"
666160,"Moniak, Mickey"
666163,"Rortvedt, Ben"
666165,"Sabol, Blake"
666168,"Thompson, Mason"
666171,"Zeferjahn, Ryan"
666176,"Adell, Jo"
666181,"Benson, Will"
666182,"Bichette, Bo"
666185,"Carlson, Dylan"
666198,"Kieboom, Carter"
666200,"Luzardo, Jesús"
666211,"Trammell, Taylor"
666214,"Wentz, Joey"
666215,"Whitley, Forrest"
666277,"Soriano, George"
666310,"Naylor, Bo"
666374,"Brash, Matt"
666397,"Julien, Edouard"
666464,"Encarnacion, Jerar"
666619,"Santos, Gregory"
666624,"Morel, Christopher"
666659,"Lao, Sauryn"
666661,"Morillo, Juan"
666711,"Peguero, Joel"
666808,"Doval, Camilo"
666915,"Dalbec, Bobby"
666969,"García, Adolis"
666971,"Gurriel, Lourdes"
666974,"Cano, Yennier"
667297,"Nance, Tommy"
667452,"Julks, Corey"
667463,"King, John"
667472,"Myers, Dane"
667670,"Rooker, Brent"
667690,"Stubbs, C. J."
667755,"Soriano, José"
668227,"Arozarena, Randy"
668390,"Winn, Cole"
668670,"Rogers, Jake"
668674,"Erceg, Lucas"
668678,"Gallen, Zac"
668709,"Bleday, Jj"
668715,"Steer, Spencer"
668716,"Murdock, Noah"
668723,"Vilade, Ryan"
668731,"Baddoo, Akil"
668800,"Knizner, Andrew"
668804,"Reynolds, Bryan"
668820,"Kranick, Max"
668834,"McGee, Easton"
668845,"Schunk, Aaron"
668881,"Greene, Hunter"
668885,"Martin, Austin"
668901,"Vientos, Mark"
668904,"Lewis, Royce"
668909,"Williams, Gavin"
668930,"Turang, Brice"
668933,"Ashcraft, Graham"
668939,"Rutschman, Adley"
668941,"Romero, JoJo"
668942,"Rojas, Josh"
668952,"Kreidler, Ryan"
668964,"Myers, Tobias"
668970,"Hollowell, Gavin"
668974,"Handley, Maverick"
668984,"Legumina, Casey"
669003,"Mitchell, Garrett"
669004,"Melendez, Mj"
669016,"Marsh, Brandon"
669020,"Rolison, Ryan"
669022,"Gore, MacKenzie"
669060,"Wilson, Bryse"
669062,"Miller, Erik"
669065,"Stowers, Kyle"
669084,"Hall, DL"
669087,"Huff, Sam"
669093,"Estrada, Jeremiah"
669127,"Langeliers, Shea"
669134,"Campusano, Luis"
669145,"Zimmermann, Bruce"
669160,"May, Dustin"
669193,"Little, Jack"
669194,"Nelson, Ryne"
669199,"Bachar, Lake"
669200,"Mccoy, Mason"
669203,"Burnes, Corbin"
669208,"Bliss, Ryan"
669211,"Akin, Keegan"
669212,"Morgan, Eli"
669221,"Murphy, Sean"
669224,"Wells, Austin"
669234,"Malloy, Justyn-Henry"
669236,"Jackson, Jeremiah"
669242,"Edman, Tommy"
669256,"Solak, Nick"
669257,"Smith, Will"
669261,"Suwinski, Jack"
669276,"Lee, Dylan"
669288,"Johnson, Daniel"
669289,"Espinal, Santiago"
669302,"Gilbert, Logan"
669304,"Miranda, José"
669308,"Reynolds, Sean"
669326,"Teodosio, Bryce"
669330,"Wells, Tyler"
669357,"Gorman, Nolan"
669358,"Baz, Shane"
669364,"Edwards, Xavier"
669369,"Johnson, Bryce"
669371,"Henry, Cole"
669372,"Ginn, J.T."
669373,"Skubal, Tarik"
669374,"Hiura, Keston"
669387,"Mlodzinski, Carmen"
669391,"White, Owen"
669392,"Taylor, Samad"
669394,"Burger, Jake"
669397,"Allen, Nick"
669398,"Workman, Gage"
669422,"Sauer, Matt"
669432,"Rogers, Trevor"
669438,"Englert, Mason"
669449,"Palisch, Jake"
669450,"Hummel, Cooper"
669456,"Bieber, Shane"
669459,"Nelson, Kyle"
669461,"Liberatore, Matthew"
669467,"Pallante, Andre"
669477,"Schmitt, Casey"
669620,"Basso, Brady"
669622,"Bender, Anthony"
669674,"Long, Sam"
669684,"Murphy, Chris"
669701,"Smith, Josh"
669704,"Strowd, Kade"
669707,"Triolo, Jared"
669711,"Weissert, Greg"
669713,"Wesneski, Hayden"
669717,"Wilson, Will"
669720,"Hays, Austin"
669721,"Daniel, Davis"
669722,"Davidson, Logan"
669724,"Hanifee, Brenan"
669743,"Call, Alex"
669854,"Blanco, Ronel"
669911,"Toglia, Michael"
669920,"Alexander, Jason"
669923,"Kirby, George"
669947,"Scholtens, Jesse"
670032,"Lopez, Nicky"
670036,"Festa, Matt"
670042,"Raley, Luke"
670059,"Holderman, Colin"
670092,"Brooks, Trenton"
670097,"Short, Zack"
670102,"Francis, Bowden"
670156,"Mastrobuoni, Miles"
670167,"Schreiber, John"
670174,"Winckowski, Josh"
670183,"Acton, Garrett"
670223,"Mervis, Matt"
670224,"Misner, Kameron"
670231,"Rave, John"
670242,"Wallner, Matt"
670276,"Stevenson, Cal"
670280,"Bednar, David"
670329,"Garcia, Rico"
670541,"Álvarez, Yordan"
670623,"Paredes, Isaac"
670764,"Walls, Taylor"
670766,"McCaughan, Darren"
670770,"Friedl, Tj"
670810,"Gillaspie, Logan"
670912,"Oviedo, Johan"
670950,"Richards, Trevor"
670955,"Uceta, Edwin"
670970,"Morejon, Adrian"
670990,"Ramírez, Yohan"
671056,"Herrera, Iván"
671083,"Kennedy, Buddy"
671096,"Abbott, Andrew"
671106,"Allen, Logan"
671109,"Eder, Jake"
671111,"Peralta, Sammy"
671131,"Rutledge, Jackson"
671162,"Thomas, Connor"
671212,"Boyle, Joe"
671213,"Casas, Triston"
671218,"Ramos, Heliot"
671221,"Waters, Drew"
671277,"García, Luis"
671284,"Elko, Tim"
671286,"Rodríguez, Johnathan"
671289,"Freeman, Tyler"
671305,"Otañez, Michel"
671655,"Valera, George"
671732,"Butler, Lawrence"
671737,"Bradley, Taj"
671739,"Harris, Michael"
671922,"Smith, Cade"
671976,"Peters, Tristan"
672012,"Black, Tyler"
672016,"Clarke, Denzel"
672275,"Bailey, Patrick"
672279,"Siani, Michael"
672282,"Detmers, Reid"
672284,"Kelenic, Jarred"
672335,"Pérez, Cionel"
672356,"Arias, Gabriel"
672359,"Ornelas, Tirso"
672386,"Kirk, Alejandro"
672391,"Ort, Kaleb"
672456,"Montero, Keider"
672515,"Moreno, Gabriel"
672569,"Campero, Gustavo"
672578,"Hernández, Carlos"
672580,"García, Maikel"
672582,"Zerpa, Angel"
672640,"Lopez, Otto"
672642,"Berroa, Steward"
672695,"Perdomo, Geraldo"
672710,"Contreras, Roansy"
672724,"Peraza, Oswald"
672744,"Canario, Alexander"
672761,"Pérez, Wenceel"
672782,"Gómez, Yoendrys"
672820,"Sosa, Lenyn"
672841,"Vargas, Carlos"
673237,"Diaz, Yainer"
673357,"Robert, Luis"
673380,"Núñez, Dedniel"
673490,"Kim, Ha-Seong"
673513,"Matsui, Yuki"
673540,"Senga, Kodai"
673548,"Suzuki, Seiya"
673820,"Piña, Robinson"
673929,"Leasure, Jordan"
673962,"Jung, Josh"
673965,"Freeman, Caleb"
674072,"Henry, Tommy"
674285,"Salazar, Eduardo"
674370,"Bido, Osvaldo"
674384,"Núñez, Eduarniel"
674441,"Hurtubise, Jacob"
674444,"Cruz, Steven"
674841,"Alvarez, Andrew"
674944,"Guenther, Sean"
675512,"Melton, Troy"
675540,"Curry, Xzavion"
675650,"Mercado, Michael"
675659,"Jones, Greg"
675848,"Mejia, Juan"
675911,"Strider, Spencer"
675915,"Bañuelos, David"
675919,"Raquet, Nick"
675989,"Bolton, Cody"
676044,"Seymour, Bob"
676051,"Heuer, Codi"
676059,"Westburg, Jordan"
676070,"Amaya, Jacob"
676083,"Junk, Janson"
676092,"Snider, Collin"
676106,"Hancock, Emerson"
676116,"Noda, Ryan"
676130,"Buttó, José"
676206,"Tarnok, Freddy"
676254,"Walker, Ryan"
676263,"Dreyer, Jack"
676272,"Miller, Bobby"
676282,"Cantillo, Joey"
676356,"Deluca, Jonny"
676391,"Clement, Ernie"
676395,"Garcia, Robert"
676428,"Hurter, Brant"
676439,"Feduccia, Hunter"
676440,"Bibee, Tanner"
676466,"Winkler, Jack"
676467,"Gordon, Colton"
676475,"Burleson, Alec"
676477,"Whitlock, Garrett"
676480,"Barrero, José"
676508,"Casparius, Ben"
676510,"Hoffman, Nolan"
676534,"Faucher, Calvin"
676551,"Hicklen, Brewer"
676571,"Poulin, PJ"
676572,"Wagaman, Eric"
676604,"Zuber, Tyler"
676609,"Caballero, José"
676617,"O'Brien, Riley"
676661,"Lazar, Max"
676664,"Sears, JP"
676679,"Vázquez, Luis"
676680,"Cosgrove, Tom"
676684,"Vest, Will"
676694,"Meyers, Jake"
676701,"Trejo, Alan"
676702,"Stratton, Hunter"
676724,"Young, Jared"
676742,"Sanders, Cam"
676755,"Mattson, Isaac"
676760,"Marinaccio, Ron"
676775,"Winn, Keaton"
676801,"McCormick, Chas"
676812,"Mccusker, Carson"
676879,"Ashby, Aaron"
676914,"Schneider, Davis"
676917,"Cavalli, Cade"
676961,"Boushley, Caleb"
676962,"Brown, Ben"
676969,"de Geus, Brett"
676974,"Meyer, Max"
676979,"Crochet, Garrett"
